Source,Name,Race,Gender,Class,Health,Magicka,Stamina,Primary Skills,Faction(s),Essential,Aggression,Morality,Location,Smithing,Heavy Armor,Block,Two-Handed,One-Handed,Archery,Light Armor,Sneak,Lockpicking,Pickpocket,Speech,Alchemy,Illusion,Conjuration,Destruction,Restoration,Alteration,Enchanting
https://en.uesp.net/wiki/Skyrim:Anuriel,Anuriel,Wood Elf,Female,Monk,75,60,60,Archery,CrimeFactionRift; Mistveil Keep Faction; Ruling Government; Sons of Skyrim Government; TownRiftenFaction,Yes,Unaggressive,No Crime,Mistveil Keep,28,25,30,25,37,34,36,38,40,42,43,45,47,49,50,52,54,56
https://en.uesp.net/wiki/Skyrim:Harrald,Harrald,Nord,Male,Warrior,155,50,80,"Heavy Armor, Two-handed, Archery, Block, One-handed",CrimeFactionRift; Mistveil Keep Faction; TownRiftenFaction,No,Unaggressive,Any Crime,Mistveil Keep,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Laila_Law-Giver,Laila Law-Giver,Nord,Female,Citizen,125,80,80,"Smithing, Alchemy, Enchanting, Light Armor, One-handed, Speech, Two-handed",CrimeFactionRift; Mistveil Keep Faction; NPCs the Player cannot marry; Ruling Government; Sons of Skyrim Government; Thieves Guild No Pickpocketing Faction; TownRiftenFaction,Yes,Unaggressive,No Crime,Mistveil Keep,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Saerlund,Saerlund,Nord,Male,Citizen,108,73,74,"Light Armor, One-handed, Smithing, Speech, Two-handed",CrimeFactionRift; Mistveil Keep Faction; TownRiftenFaction,No,Unaggressive,No Crime,Mistveil Keep,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Unmid_Snow-Shod,Unmid Snow-Shod,Nord,Male,Warrior,85,50,60,"One-handed, Two-handed",CrimeFactionRift; Mistveil Keep Faction; Ruling Government; Sons of Skyrim Government; TownRiftenFaction,Yes,Unaggressive,No Crime,Mistveil Keep,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Wylandriah,Wylandriah,Wood Elf,Female,Fire/Frost/Shock Mage,167,143,50,"Destruction, Restoration, Alteration, Archery, Conjuration, Sneak","CrimeFactionRift; During sieges, staff and family hide.; JobCourtWizardFaction; JobMerchantFaction; JobSpellFaction; Mistveil Keep Faction; Riften Wylandriah Vendor Services; TownRiftenFaction",No,Unaggressive,No Crime,Mistveil Keep,28,25,30,25,37,34,36,38,40,42,43,45,47,49,50,52,54,56
https://en.uesp.net/wiki/Skyrim:Shavari,Shavari,Khajiit,Female,Fire/Frost/Shock Mage,50+(PC-1)×8.3,50+(PC-1)×6.7,50,"Destruction, Restoration, Alteration, Conjuration",MQ202ThalmorAgentFaction; Thalmor,No,Unaggressive,Any Crime,The Ratway,15,15,15,15,20,20,15,25,20,20,15,20,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Bersi_Honey-Hand,Bersi Honey-Hand,Nord,Male,Thief,109,50,96,"Light Armor, Sneak, Archery, Block, One-handed, Two-handed",CR08ExclusionFaction; CrimeFactionRift; Riften Pawned Prawn Faction; ServicesRiftenPawnedPrawn; TownRiftenFaction,Yes,Unaggressive,Any Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Drifa,Drifa,Nord,Female,Pawnbroker,91,67,67,"Speech, Sneak, Two-handed",CrimeFactionRift; Riften Pawned Prawn Faction; ServicesRiftenPawnedPrawn; TownRiftenFaction,No,Unaggressive,Any Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Brynjolf,Brynjolf,Nord,Male,Thief,125+(PC-1)×8.3,50,100+(PC-1)×6.7,"Light Armor, Sneak, Archery, One-handed",CrimeFactionThievesGuild; FavorExcludedFaction; Riften Ragged Flagon Faction; Riften Thieves Guild Headquarters Faction; ThievesGuildFaction 0(Agent),Yes,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Delvin_Mallory,Delvin Mallory,Breton,Male,Thief,125+(PC-1)×8.3,50,50+(PC-1)×6.7,"Light Armor, Sneak, Archery, One-handed",CrimeFactionThievesGuild; FavorExcludedFaction; Riften Ragged Flagon Faction; Skill Trainer; Sneak Trainer; ThievesGuildFaction 0(Agent),Yes,Unaggressive,No Crime,The Ragged Flagon,15,15,15,15,15,15,15,15,15,15,20,20,20,25,15,20,20,15
https://en.uesp.net/wiki/Skyrim:Dirge,Dirge,Imperial,Male,Food Vendor,166,97,97,"Pickpocket, Speech, One-handed, Sneak",CrimeFactionThievesGuild; Riften Ragged Flagon Faction; ServicesRiftenRaggedFlagon; Thieves Guild No Pickpocketing Faction; ThievesGuildFaction 0(Agent),No,Unaggressive,No Crime,The Ragged Flagon,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20
https://en.uesp.net/wiki/Skyrim:Galathil,Galathil,Wood Elf,Female,Food Vendor,50+(PC-1)×8.3,50+(PC-1)×3.3,50+(PC-1)×3.3,"Pickpocket, Speech, One-handed, Sneak",CrimeFactionThievesGuild; Riften Ragged Flagon Faction; Thieves Guild No Pickpocketing Faction; ThievesGuildFaction 0(Agent),Yes,Unaggressive,No Crime,The Ragged Flagon,28,25,30,25,37,34,36,38,40,42,43,45,47,49,50,52,54,56
https://en.uesp.net/wiki/Skyrim:Sapphire_(person),Sapphire,Nord,Female,Thief,50+(PC-0.7)×12.5,50,50+(PC-0.7)×10,"Light Armor, Sneak, Archery, One-handed",CrimeFactionThievesGuild; FavorExcludedFaction; Riften Ragged Flagon Faction; Riften Thieves Guild Headquarters Faction; ThievesGuildFaction 0(Agent); TownRiftenFaction,No,Unaggressive,No Crime,"The Bee and Barb, then relocates to The Ragged Flagon - Cistern",20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Tonilia,Tonilia,Redguard,Female,Pawnbroker,50+(PC-0.7)×12.5,50+(PC-0.7)×5,50+(PC-0.7)×5,"Sneak, Speech, Lockpicking, Pickpocket",CrimeFactionThievesGuild; FavorExcludedFaction; JobFenceFaction; JobMerchantFaction; JobMiscFaction; Riften Ragged Flagon Faction; ServicesThievesGuildTonilia; Thieves Guild No Pickpocketing Faction; ThievesGuildFaction 0(Agent),Yes,Unaggressive,No Crime,,20,15,20,15,25,20,15,15,15,15,15,15,15,15,20,15,20,15
https://en.uesp.net/wiki/Skyrim:Vekel_the_Man,Vekel the Man,Nord,Male,Food Vendor,50+(PC-1)×8.3,50+(PC-1)×3.3,50+(PC-1)×3.3,"Pickpocket, Speech, One-handed, Sneak",CrimeFactionThievesGuild; Riften Ragged Flagon Faction; ServicesRiftenRaggedFlagon; Thieves Guild No Pickpocketing Faction; ThievesGuildFaction 0(Agent),Yes,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Vex,Vex,Imperial,Female,Thief,125+(PC-1)×8.3,50,50+(PC-1)×6.7,"Light Armor, Lockpicking, Sneak, Archery, One-handed",CrimeFactionThievesGuild; FavorExcludedFaction; Lockpicking Trainer; Riften Ragged Flagon Faction; Riften Thieves Guild Headquarters Faction; Skill Trainer; ThievesGuildFaction 0(Agent),Yes,Unaggressive,No Crime,The Ragged Flagon,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20
https://en.uesp.net/wiki/Skyrim:Drahff,Drahff,Nord,Male,Bandit Archer,50+(PC-2)×5.5,50,75+(PC-2)×2,"Archery, Light Armor, One-handed, Sneak",Riften Ratway Faction Enemy,No,Aggressive,No Crime,The Ratway,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Esbern,Esbern,Elder,Male,Conjurer,50+(PC-1.3)×6.2,150+(PC-1.3)×5,50,"Conjuration, Restoration, Alteration, Destruction",CrimeFactionRift; FavorExcludedFaction; TownRiftenFaction; WIAdditem03ExclusionFaction; all friends in here,Yes,Unaggressive,No Crime,"The Ratway, then Sky Haven Temple",20,19,21,19,24,17,16,16,14,15,16,16,13,14,17,15,16,16
https://en.uesp.net/wiki/Skyrim:Gian_the_Fist,Gian the Fist,Imperial,Male,Thief,45-292,50,0-193,"Light Armor, Sneak, Archery, One-handed",Riften Ratway Faction Neutral,No,Very Aggressive,No Crime,The Ratway,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20
https://en.uesp.net/wiki/Skyrim:Hefid_the_Deaf,Hefid the Deaf,Nord,Female,Beggar,50,50,50,Two-handed,CR04ExclusionFaction; FavorExcludedFaction; all friends in here,No,Unaggressive,Any Crime,The Ratway Warrens,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Hewnon_Black-Skeever,Hewnon Black-Skeever,Nord,Male,Warrior,50+(PC-1.3)×8.8,50,100+(PC-1.3)×2.5,"Heavy Armor, One-handed, Archery, Block",Riften Ratway Faction Enemy,No,Aggressive,No Crime,The Ratway,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Knjakr,Knjakr,Elder,Male,Barbarian,50+(PC-2)×5.8,50,50+(PC-2)×1.7,"Light Armor, Two-handed, Archery, Block",CR04ExclusionFaction; FavorExcludedFaction; all friends in here,No,Aggressive,Any Crime,The Ratway Warrens,20,19,21,19,24,17,16,16,14,15,16,16,13,14,17,15,16,16
https://en.uesp.net/wiki/Skyrim:Salvianus,Salvianus,Imperial,Male,Barbarian,50+(PC-1.2)×9.3,50,50+(PC-1.2)×2.7,"Light Armor, Two-handed, Archery, Block",CR04ExclusionFaction; FavorExcludedFaction; SalvianusFaction; all friends in here,No,Aggressive,Violence Against Enemies,The Ratway Warrens,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20
https://en.uesp.net/wiki/Skyrim:Snippy,Snippy,Animals,Indeterminate,Indeterminate,5,4,25,,Riften Fishery Faction; TownRiftenFaction,Yes,Indeterminate,Indeterminate,Riften Docks,23,21,23,21,28,18,15,15,12,14,17,15,11,12,17,13,14,16
https://en.uesp.net/wiki/Skyrim:Swims-In-Deep-Water,Swims-In-Deep-Water,Argonian,Male,Citizen,108,73,74,,"CrimeFactionRift, PotentialMarriageFaction, Riften Fishery Faction, TownRiftenFaction",Yes,Indeterminate,Indeterminate,,15,15,15,15,15,15,20,20,25,20,15,15,15,15,15,20,20,15
https://en.uesp.net/wiki/Skyrim:Viriya,Viriya,Redguard,Female,Citizen,300,75,120,,"CrimeFactionRift, JobMerchantFaction, PotentialFollowerFaction, Riften Fishery Faction, TownRiftenFaction",Yes,Indeterminate,Indeterminate,,20,15,20,15,25,20,15,15,15,15,15,15,15,15,20,15,20,15
https://en.uesp.net/wiki/Skyrim:Molgrom_Twice-Killed,Molgrom Twice-Killed,Nord,Male,Thief,92,50,83,"Light Armor, One-handed, Sneak, Two-handed",CrimeFactionRift; Mistveil Keep Faction; Thieves Guild No Pickpocketing Faction; TownRiftenFaction,No,Unaggressive,No Crime,Riften Jail,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Sibbi_Black-Briar,Sibbi Black-Briar,Nord,Male,Thief,125,50,110,"Light Armor, Sneak, Archery, One-handed",CrimeFactionRift; Mistveil Keep Faction; Thieves Guild No Pickpocketing Faction; TownRiftenFaction,"Yes, until end of Promises to Keep",Unaggressive,No Crime,Riften Jail,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Threki_the_Innocent,Threki the Innocent,Nord,Female,Thief,92,50,83,"Light Armor, One-handed, Sneak, Two-handed",CrimeFactionRift; Mistveil Keep Faction; Thieves Guild No Pickpocketing Faction; TownRiftenFaction,No,Unaggressive,No Crime,Riften Jail,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Hofgrir_Horse-Crusher,Hofgrir Horse-Crusher,Nord,Male,Warrior,131,50,74,"Heavy Armor, One-handed, Archery, Block, Two-handed",CrimeFactionRift; Riften Stables Faction; TownRiftenFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Shadr,Shadr,Redguard,Male,Farmer,75,60,60,One-handed,CrimeFactionRift; Riften Stables Faction; TownRiftenFaction,No,Unaggressive,No Crime,,20,15,20,15,25,20,15,15,15,15,15,15,15,15,20,15,20,15
https://en.uesp.net/wiki/Skyrim:Sigaar,Sigaar,Nord,Male,Warrior,108,50,67,"One-handed, Block, Heavy Armor, Two-handed",BanditFriendFaction; Blood-Kin of the Orcs; Carriage System Vendors; CrimeFactionRift; Faction that is friends with all Creatures; Friends with PredatorFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Orini_Dral,Orini Dral,Dark Elf,Male,Bandit,35-489,25,70-246,,RiftenSkoomaDealerFactionEnemy,No,Very Aggressive,Any Crime,Riften Warehouse,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50
https://en.uesp.net/wiki/Skyrim:Sarthis_Idren,Sarthis Idren,Dark Elf,Male,Bandit,155-497,25-40,95-258,"One-handed, Two-handed, Block, Light Armor",RiftenSkoomaDealerFactionEnemy,No,Very Aggressive,No Crime,Riften Warehouse,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50
https://en.uesp.net/wiki/Skyrim:Romlyn_Dreth,Romlyn Dreth,Dark Elf,Male,Thief,125,50,110,"Light Armor, Sneak, Archery, Destruction, One-handed",Black Briar Meadery Faction; CrimeFactionRift; PotentialMarriageFaction; RiftenRomlynFaction; TownRiftenFaction,No,Unaggressive,No Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50
https://en.uesp.net/wiki/Skyrim:Asbjorn_Fire-Tamer,Asbjorn Fire-Tamer,Nord,Male,Blacksmith,95,60,70,"Smithing, Speech, Block, One-handed",CrimeFactionRift; Riften The Scorched Hammer Faction; Riften The Scorched Hammer Services; TownRiftenFaction,No,Unaggressive,Any Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Balimund,Balimund,Nord,Male,Blacksmith,113,78,64,"Smithing, Speech, One-handed, Pickpocket, Two-handed",CrimeFactionRift; PotentialMarriageFaction; Riften The Scorched Hammer Faction; Riften The Scorched Hammer Services; RiftenBalimundFaction; Skill Trainer; Smithing Trainer; TownRiftenFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Addvild,Addvild,Nord,Male,Farmer,91,67,67,"Smithing, Two-handed",CrimeFactionRift; FavorJobsGatherWheatFaction; JobFarmerFaction; Snow-Shod Farm Faction; Snow-Shod Farm House Faction,No,Unaggressive,Any Crime,The Rift,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Leonara_Arius,Leonara Arius,Imperial,Female,Farmer,91,67,67,"Enchanting, Restoration",CrimeFactionRift; JobFarmerFaction; Snow-Shod Farm Faction; Snow-Shod Farm House Faction,No,Unaggressive,Any Crime,The Rift,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20
https://en.uesp.net/wiki/Skyrim:Asgeir_Snow-Shod,Asgeir Snow-Shod,Nord,Male,Warrior,131,50,74,"Heavy Armor, One-handed, Archery, Block, Two-handed",Black Briar Meadery Faction; CrimeFactionRift; Riften House of Clan Snow-Shod Faction; Snow-Shod Farm Faction; TownRiftenFaction,"Yes, until Bound Until Death",Unaggressive,Any Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Nura_Snow-Shod,Nura Snow-Shod,Nord,Female,Priest,125,50,110,"Restoration, Speech, Alchemy, Conjuration, Smithing",CrimeFactionRift; Riften House of Clan Snow-Shod Faction; Snow-Shod Farm Faction; TownRiftenFaction,No,Unaggressive,Any Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Vulwulf_Snow-Shod,Vulwulf Snow-Shod,Nord,Male,Warrior,50+(PC-1)×11.7,50,50+(PC-1)×3.3,"Heavy Armor, One-handed, Archery, Block",CrimeFactionRift; Riften House of Clan Snow-Shod Faction; Snow-Shod Farm Faction; TownRiftenFaction,No,Unaggressive,Any Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Briehl,Briehl,Nord,Male,Warrior,85,50,60,"One-handed, Two-handed",CrimeFactionRift; Riften Temple of Mara Faction; TownRiftenFaction,No,Unaggressive,No Crime,Temple of Mara,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Dinya_Balu,Dinya Balu,Dark Elf,Female,Priest,108,50,97,"Alchemy, Destruction, Restoration, Speech",CrimeFactionRift; Riften Temple of Mara Faction; TownRiftenFaction,"Yes, until you complete The Book of Love quest",Unaggressive,Any Crime,Temple of Mara,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50
https://en.uesp.net/wiki/Skyrim:Maramal,Maramal,Redguard,Male,Priest,142,50,123,"Restoration, Speech, Alchemy, Conjuration, Smithing",CrimeFactionRift; Riften Temple of Mara Faction; TownRiftenFaction,Yes,Unaggressive,Any Crime,Temple of Mara,20,15,20,15,25,20,15,15,15,15,15,15,15,15,20,15,20,15
https://en.uesp.net/wiki/Skyrim:Arnskar_Ember-Master,Arnskar Ember-Master,Nord,Male,Blacksmith,50+(PC-1)×9,50+(PC-1)×2,50+(PC-1)×4,"Smithing, Speech, Block, One-handed",CrimeFactionThievesGuild; JobBlacksmithFaction; JobMerchantFaction; ServicesThievesGuildArnskar; ThievesGuildFaction 0(Agent); TownRiftenFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Cynric_Endell,Cynric Endell,Breton,Male,Thief,50+(PC-1)×8.3,50,50+(PC-1)×6.7,"Light Armor, Sneak, Archery, One-handed",CrimeFactionThievesGuild; FavorExcludedFaction; Riften Thieves Guild Headquarters Faction; ThievesGuildFaction 0(Agent); TownRiftenFaction,No,Unaggressive,No Crime,The Ragged Flagon - Cistern,15,15,15,15,15,15,15,15,15,15,20,20,20,25,15,20,20,15
https://en.uesp.net/wiki/Skyrim:Etienne_Rarnis,Etienne Rarnis,Breton,Male,Rogue,50+(PC-1)×10,50,50+(PC-1)×5,"One-handed, Sneak, Block, Light Armor",CrimeFactionThievesGuild; Riften Thieves Guild Headquarters Faction; Thieves Guild No Pickpocketing Faction; ThievesGuildFaction 0(Agent),No,Unaggressive,Any Crime,The Ragged Flagon - Cistern,15,15,15,15,15,15,15,15,15,15,20,20,20,25,15,20,20,15
https://en.uesp.net/wiki/Skyrim:Garthar,Garthar,Nord,Male,Thief,50+(PC-1)×8.3,50,50+(PC-1)×6.7,"Light Armor, Sneak, Archery, One-handed",CrimeFactionThievesGuild; FavorExcludedFaction; Riften Thieves Guild Headquarters Faction; ThievesGuildFaction 0(Agent); TownRiftenFaction,No,Unaggressive,No Crime,The Ragged Flagon - Cistern,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Herluin_Lothaire,Herluin Lothaire,Breton,Male,Apothecary,50+(PC-1)×8.3,50+(PC-1)×3.3,50+(PC-1)×3.3,"Alchemy, Speech, Pickpocket, Sneak",CrimeFactionThievesGuild; ServicesThievesGuildHerluin; ThievesGuildFaction 0(Agent); TownRiftenFaction,No,Unaggressive,No Crime,,15,15,15,15,15,15,15,15,15,15,20,20,20,25,15,20,20,15
https://en.uesp.net/wiki/Skyrim:Mercer_Frey,Mercer Frey,Breton,Male,Rogue,250+(PC-0.8)×12,50,100+(PC-0.8)×6,"One-handed, Sneak, Block, Light Armor",CrimeFactionThievesGuild; FavorExcludedFaction; Riften Thieves Guild Headquarters Faction; ThievesGuildFaction 0(Agent),"Yes, until Blindsighted",Unaggressive,No Crime,The Ragged Flagon - Cistern,15,15,15,15,15,15,15,15,15,15,20,20,20,25,15,20,20,15
https://en.uesp.net/wiki/Skyrim:Niruin,Niruin,Wood Elf,Male,Thief,50+(PC-1)×8.3,50,50+(PC-1)×6.7,"Archery, Light Armor, Sneak, One-handed, Speech",CrimeFactionThievesGuild; FavorExcludedFaction; Marksman Trainer; Riften Thieves Guild Headquarters Faction; Skill Trainer; ThievesGuildFaction 0(Agent); TownRiftenFaction,No,Unaggressive,No Crime,The Ragged Flagon - Cistern,28,25,30,25,37,34,36,38,40,42,43,45,47,49,50,52,54,56
https://en.uesp.net/wiki/Skyrim:Ravyn_Imyan,Ravyn Imyan,Dark Elf,Male,Thief,50+(PC-1)×8.3,50,50+(PC-1)×6.7,"Light Armor, Sneak, Archery, One-handed",CrimeFactionThievesGuild; FavorExcludedFaction; Riften Thieves Guild Headquarters Faction; ThievesGuildFaction 0(Agent); TownRiftenFaction,No,Unaggressive,No Crime,The Ragged Flagon - Cistern,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50
https://en.uesp.net/wiki/Skyrim:Rune,Rune,Imperial,Male,Thief,50+(PC-1)×8.3,50,50+(PC-1)×6.7,"Light Armor, Sneak, Archery, One-handed",CrimeFactionThievesGuild; FavorExcludedFaction; Riften Thieves Guild Headquarters Faction; ThievesGuildFaction 0(Agent); TownRiftenFaction,No,Unaggressive,No Crime,The Ragged Flagon - Cistern,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20
https://en.uesp.net/wiki/Skyrim:Syndus,Syndus,Wood Elf,Male,Fletcher,117,95,73,"Archery, Speech, Smithing, Sneak",CrimeFactionThievesGuild; ServicesThievesGuildSyndus; ThievesGuildFaction 0(Agent); TownRiftenFaction,No,Unaggressive,No Crime,,28,25,30,25,37,34,36,38,40,42,43,45,47,49,50,52,54,56
https://en.uesp.net/wiki/Skyrim:Thrynn,Thrynn,Nord,Male,Thief,50+(PC-1)×8.3,50,50+(PC-1)×6.7,"Light Armor, Sneak, Archery, One-handed",CrimeFactionThievesGuild; FavorExcludedFaction; Riften Thieves Guild Headquarters Faction; ThievesGuildFaction 0(Agent); TownRiftenFaction,No,Unaggressive,Any Crime,The Ragged Flagon - Cistern,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Vanryth_Gatharian,Vanryth Gatharian,Dark Elf,Male,Blacksmith,50+(PC-1)×9,50+(PC-1)×2,50+(PC-1)×4,"Smithing, Speech, Block, One-handed",CrimeFactionThievesGuild; ServicesThievesGuildVanryth; ThievesGuildFaction 0(Agent); TownRiftenFaction,No,Unaggressive,No Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50
https://en.uesp.net/wiki/Skyrim:Vipir_the_Fleet,Vipir the Fleet,Nord,Male,Thief,50+(PC-1)×8.3,50,50+(PC-1)×6.7,"Light Armor, Sneak, Archery, One-handed",CrimeFactionThievesGuild; FavorExcludedFaction; Pickpocket Trainer; Riften Thieves Guild Headquarters Faction; Skill Trainer; ThievesGuildFaction 0(Agent); TownRiftenFaction,No,Unaggressive,No Crime,The Ragged Flagon - Cistern,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Valindor,Valindor,Wood Elf,Male,Warrior,155,50,80,"Heavy Armor, One-handed, Archery, Block",Black Briar Meadery Faction; CrimeFactionRift; Riften Fishery Faction; TownRiftenFaction,No,Unaggressive,Any Crime,,28,25,30,25,37,34,36,38,40,42,43,45,47,49,50,52,54,56
https://en.uesp.net/wiki/Skyrim:Addvar,Addvar,Nord,Male,Food Vendor,91,67,67,"Speech, One-handed, Pickpocket, Two-handed",CrimeFactionHaafingar; Fish vendor; SolitudeAddvarsHouseFaction; TownSolitudeFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Greta,Greta,Nord,Female,Citizen,75,60,60,Two-handed,CrimeFactionHaafingar; SolitudeAddvarsHouseFaction; TownSolitudeFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Svari,Svari,Nord,Female,Child,50,0,50,,CrimeFactionHaafingar; FavorJobsBeggarsFaction; SolitudeAddvarsHouseFaction; TownSolitudeFaction,No,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
https://en.uesp.net/wiki/Skyrim:Angeline_Morrard,Angeline Morrard,Breton,Female,Apothecary,91,67,67,"Alchemy, Speech",Angeline's Aromatics Services; CrimeFactionHaafingar; SolitudeAngelinesAromaticsFaction; TownSolitudeFaction,No,Unaggressive,No Crime,,15,15,15,15,15,15,15,15,15,15,20,20,20,25,15,20,20,15
https://en.uesp.net/wiki/Skyrim:Vivienne_Onis,Vivienne Onis,Breton,Female,Apothecary,75,60,60,"Alchemy, Conjuration, Speech",Angeline's Aromatics Services; CrimeFactionHaafingar; SolitudeAngelinesAromaticsFaction; TownSolitudeFaction,No,Unaggressive,No Crime,,15,15,15,15,15,15,15,15,15,15,20,20,20,25,15,20,20,15
https://en.uesp.net/wiki/Skyrim:Aia_Arria,Aia Arria,Imperial,Female,Bard,89,72,64,"Restoration, Speech",CrimeFactionHaafingar; JobBardFaction; SolitudeBardsCollegeFaction; TownSolitudeFaction,No,Unaggressive,No Crime,Bards College,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20
https://en.uesp.net/wiki/Skyrim:Ataf,Ataf,Redguard,Male,Bard,89,72,64,"Alteration, One-handed, Speech",BardSingerFaction; CrimeFactionHaafingar; JobBardFaction; SolitudeBardsCollegeFaction; TownSolitudeFaction,No,Unaggressive,No Crime,Bards College,20,15,20,15,25,20,15,15,15,15,15,15,15,15,20,15,20,15
https://en.uesp.net/wiki/Skyrim:Bendt,Bendt,Elder,Male,Citizen,75,60,60,"Alchemy, Enchanting, Smithing, Archery, Light Armor, One-handed, Sneak, Speech",CrimeFactionHaafingar; TownSolitudeFaction,No,Unaggressive,No Crime,Bards College,20,19,21,19,24,17,16,16,14,15,16,16,13,14,17,15,16,16
https://en.uesp.net/wiki/Skyrim:Giraud_Gemane,Giraud Gemane,Breton,Male,Thief,75,50,70,"Conjuration, Speech",CrimeFactionHaafingar; JobBardFaction; Skill Trainer; SolitudeBardsCollegeFaction; Speechcraft Trainer; TownSolitudeFaction,No,Unaggressive,No Crime,Bards College,15,15,15,15,15,15,15,15,15,15,20,20,20,25,15,20,20,15
https://en.uesp.net/wiki/Skyrim:Illdi,Illdi,Nord,Female,Bard,73,63,59,"Speech, Two-handed",CrimeFactionHaafingar; JobBardFaction; SolitudeBardsCollegeFaction; TownSolitudeFaction,No,Unaggressive,No Crime,Bards College,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15
