Source,Name,Race,Gender,Class,Health,Magicka,Stamina,Primary Skills,Faction(s),Essential,Aggression,Morality,Location,Smithing,Heavy Armor,Block,Two-Handed,One-Handed,Archery,Light Armor,Sneak,Lockpicking,Pickpocket,Speech,Alchemy,Illusion,Conjuration,Destruction,Restoration,Alteration,Enchanting,text
https://en.uesp.net/wiki/Skyrim:Fethis_Alor,Fethis Alor,Dark Elf,Male,Farmer,125,80,80,"Alchemy, Smithing, Enchanting, Destruction",DLC2PillarBuilderFaction; JobMerchantFaction; Fethis and Dreyla Alor's Shared Faction; DLC2CrimeRavenRockFaction; Raven Rock Fethis Services Faction; Street Vendor,No,Unaggressive,No Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Fethis Alor: Dark Elf Farmer from Unknown. Skills: Alchemy, Smithing, Enchanting, Destruction"
https://en.uesp.net/wiki/Skyrim:Captain_Veleth,Captain Veleth,Dark Elf,Male,Warrior,480-771,50,205-289,"Two-handed, Heavy Armor, Archery, Block",DLC2RR01 Veleth Ally Faction; DLC2CrimeRavenRockFaction; Raven Rock Bulwark Faction; Raven Rock Guard Faction,Yes,Aggressive,No Crime,"Old Attius Farm, Raven Rock",26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Captain Veleth: Dark Elf Warrior from Old Attius Farm, Raven Rock. Skills: Two-handed, Heavy Armor, Archery, Block"
https://en.uesp.net/wiki/Skyrim:Redoran_Guard,Redoran Guard,Dark Elf,Male,Soldier,,50,,,DLC2CrimeRavenRockFaction; Raven Rock Guard Faction; Raven Rock Bulwark Faction; GuardFaction,No,Aggressive,No Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,Redoran Guard: Dark Elf Soldier from Unknown. Skills: Unknown
https://en.uesp.net/wiki/Skyrim:Aphia_Velothi,Aphia Velothi,Dark Elf,Female,Priest,125,50,110,"Speech, Restoration, Alchemy, Illusion, Smithing, Enchanting",Crescius & Aphia Shared Faction; DLC2CrimeRavenRockFaction; Raven Rock Crescius Caerellius's House Faction; Restoration Trainer; Skill Trainer,No,Unaggressive,No Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Aphia Velothi: Dark Elf Priest from Unknown. Skills: Speech, Restoration, Alchemy, Illusion, Smithing, Enchanting"
https://en.uesp.net/wiki/Skyrim:Crescius_Caerellius,Crescius Caerellius,Elder,Male,Miner,125,80,80,"Smithing, Alchemy, Enchanting",Crescius & Aphia Shared Faction; DLC2CrimeRavenRockFaction; Raven Rock Crescius Caerellius's House Faction,Yes,Unaggressive,No Crime,,20,19,21,19,24,17,16,16,14,15,16,16,13,14,17,15,16,16,"Crescius Caerellius: Elder Miner from Unknown. Skills: Smithing, Alchemy, Enchanting"
https://en.uesp.net/wiki/Skyrim:Glover_Mallory,Glover Mallory,Breton,Male,Thief,259-425,50,176-310,"Light Armor, Sneak, One-handed, Archery",DLC2PillarBuilderFaction; JobBlacksmithFaction; JobMerchantFaction; DLC2CrimeRavenRockFaction; Raven Rock Ebony Anvil Faction; Raven Rock Glover Services Faction,Yes,Unaggressive,No Crime,,15,15,15,15,15,15,15,15,15,15,20,20,20,25,15,20,20,15,"Glover Mallory: Breton Thief from Unknown. Skills: Light Armor, Sneak, One-handed, Archery"
https://en.uesp.net/wiki/Skyrim:Garyn_Ienth,Garyn Ienth,Dark Elf,Male,Farmer,125,80,80,"Alchemy, Smithing, Enchanting, Destruction",DLC2PillarBuilderFaction; JobMerchantFaction; DLC2CrimeRavenRockFaction; Raven Rock Garyn Services Faction; Raven Rock Ienth Farm Faction; Street Vendor,No,Unaggressive,No Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Garyn Ienth: Dark Elf Farmer from Unknown. Skills: Alchemy, Smithing, Enchanting, Destruction"
https://en.uesp.net/wiki/Skyrim:Milore_Ienth,Milore Ienth,Dark Elf,Female,Apothecary,125,80,80,"Alchemy, Speech, Sneak, Pickpocket, Alteration",DLC2PillarBuilderFaction; JobApothecaryFaction; JobMerchantFaction; Alchemy Trainer; DLC2CrimeRavenRockFaction; Raven Rock Ienth Farm Faction; Raven Rock Milore Services Faction; Skill Trainer,No,Unaggressive,No Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Milore Ienth: Dark Elf Apothecary from Unknown. Skills: Alchemy, Speech, Sneak, Pickpocket, Alteration"
https://en.uesp.net/wiki/Skyrim:Adril_Arano,Adril Arano,Dark Elf,Male,Warrior,238,50,97,"One-handed, Heavy Armor, Archery, Block, Two-handed, Destruction",Adril and Cindiri Arano's Shared Faction; DLC2CrimeRavenRockFaction; Raven Rock Morvayn Manor Faction,Yes,Unaggressive,No Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Adril Arano: Dark Elf Warrior from Unknown. Skills: One-handed, Heavy Armor, Archery, Block, Two-handed, Destruction"
https://en.uesp.net/wiki/Skyrim:Cindiri_Arano,Cindiri Arano,Dark Elf,Female,Farmer,125,80,80,"Alchemy, Smithing, Enchanting, Destruction",DLC2PillarBuilderFaction; Adril and Cindiri Arano's Shared Faction; DLC2CrimeRavenRockFaction; Raven Rock Morvayn Manor Faction,Yes,Unaggressive,No Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Cindiri Arano: Dark Elf Farmer from Unknown. Skills: Alchemy, Smithing, Enchanting, Destruction"
https://en.uesp.net/wiki/Skyrim:Lleril_Morvayn,Lleril Morvayn,Dark Elf,Male,Warrior,380,50,130,"One-handed, Heavy Armor, Archery, Block, Two-handed, Destruction",DLC2CrimeRavenRockFaction; Raven Rock Morvayn Manor Faction,Yes,Unaggressive,No Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Lleril Morvayn: Dark Elf Warrior from Unknown. Skills: One-handed, Heavy Armor, Archery, Block, Two-handed, Destruction"
https://en.uesp.net/wiki/Skyrim:Evul_Seloth,Evul Seloth,Dark Elf,Male,Miner,50,50,50,,DLC2RavenRockMinersFaction; DLC2CrimeRavenRockFaction,No,Unaggressive,No Crime,Raven Rock Mine,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,Evul Seloth: Dark Elf Miner from Raven Rock Mine. Skills: Unknown
https://en.uesp.net/wiki/Skyrim:Gratian_Caerellius,Gratian Caerellius,Undead,Indeterminate,Indeterminate,0 (Dead),,,,,No,Indeterminate,Indeterminate,Raven Rock Mine,23,21,24,22,29,18,14,15,12,14,17,15,10,12,17,12,14,16,Gratian Caerellius: Undead Indeterminate from Raven Rock Mine. Skills: Unknown
https://en.uesp.net/wiki/Skyrim:Meden_Maren,Meden Maren,Dark Elf,Male,Miner,50,50,50,,DLC2RavenRockMinersFaction; DLC2CrimeRavenRockFaction,No,Unaggressive,No Crime,Raven Rock Mine,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,Meden Maren: Dark Elf Miner from Raven Rock Mine. Skills: Unknown
https://en.uesp.net/wiki/Skyrim:Millius,Millius,Undead,Indeterminate,Indeterminate,0 (Dead),,,,,No,Indeterminate,Indeterminate,Raven Rock Mine,23,21,24,22,29,18,14,15,12,14,17,15,10,12,17,12,14,16,Millius: Undead Indeterminate from Raven Rock Mine. Skills: Unknown
https://en.uesp.net/wiki/Skyrim:Naris_Mavani,Naris Mavani,Dark Elf,Male,Miner,50,50,50,,DLC2RavenRockMinersFaction; DLC2CrimeRavenRockFaction,No,Unaggressive,No Crime,Raven Rock Mine,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,Naris Mavani: Dark Elf Miner from Raven Rock Mine. Skills: Unknown
https://en.uesp.net/wiki/Skyrim:Tolenos_Omoren,Tolenos Omoren,Dark Elf,Male,Miner,50,50,50,,DLC2RavenRockMinersFaction; DLC2CrimeRavenRockFaction,No,Unaggressive,No Crime,Raven Rock Mine,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,Tolenos Omoren: Dark Elf Miner from Raven Rock Mine. Skills: Unknown
https://en.uesp.net/wiki/Skyrim:Drovas_Relvi,Drovas Relvi,Dark Elf,Male,Farmer,125,80,80,"Smithing, Enchanting, Alchemy, Archery, One-handed, Two-handed",DLC2PillarBuilderFaction; DLC2CrimeRavenRockFaction; Tel Mithryn Faction,Yes,Unaggressive,No Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Drovas Relvi: Dark Elf Farmer from Unknown. Skills: Smithing, Enchanting, Alchemy, Archery, One-handed, Two-handed"
https://en.uesp.net/wiki/Skyrim:Geldis_Sadri,Geldis Sadri,Dark Elf,Male,Pawnbroker,125,80,80,"Sneak, Speech, Pickpocket, Lockpicking, Destruction",JobInnkeeperFaction; JobMerchantFaction; JobRentRoomFaction; DLC2CrimeRavenRockFaction; Raven Rock Geldis Services Faction; Raven Rock Retching Netch Faction,Yes,Unaggressive,No Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Geldis Sadri: Dark Elf Pawnbroker from Unknown. Skills: Sneak, Speech, Pickpocket, Lockpicking, Destruction"
https://en.uesp.net/wiki/Skyrim:Mogrul_(Dragonborn),Mogrul,Orc,Male,Warrior,488,50,247,"Heavy Armor, Two-handed, Archery, Block",Mogrul Faction; DLC2CrimeRavenRockFaction,"Yes, until the quest A New Debt",Aggressive,No Crime,The Retching Netch,28,25,29,25,36,34,35,37,39,40,42,44,45,47,49,51,52,54,"Mogrul: Orc Warrior from The Retching Netch. Skills: Heavy Armor, Two-handed, Archery, Block"
https://en.uesp.net/wiki/Skyrim:Slitter,Slitter,Dark Elf,Male,Bandit,35-489,25,70-246,,DLC2CrimeRavenRockFaction; Mogrul Faction,No,Aggressive,Any Crime,Raven Rock,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,Slitter: Dark Elf Bandit from Raven Rock. Skills: Unknown
https://en.uesp.net/wiki/Skyrim:Teldryn_Sero,Teldryn Sero,Dark Elf,Male,Spellsword,200-616,155-322,80-247,"One-handed, Light Armor, Destruction, Conjuration",CurrentHireling; DLC2HirelingTeldrynCrimeFaction; PotentialFollowerFaction; Hireling,No,Aggressive,Any Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Teldryn Sero: Dark Elf Spellsword from Unknown. Skills: One-handed, Light Armor, Destruction, Conjuration"
https://en.uesp.net/wiki/Skyrim:Mirri_Severin,Mirri Severin,Dark Elf,Female,Bandit,389-664,50,146-246,"One-handed, Two-handed, Block, Light Armor",DLC2CrimeRavenRockFaction; Raven Rock Severin Manor Faction,"Yes, until a certain point of the quest Served Cold",Unaggressive,No Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Mirri Severin: Dark Elf Bandit from Unknown. Skills: One-handed, Two-handed, Block, Light Armor"
https://en.uesp.net/wiki/Skyrim:Tilisu_Severin,Tilisu Severin,Dark Elf,Female,Bandit,364-749,50,146-286,"One-handed, Two-handed, Block, Light Armor",DLC2CrimeRavenRockFaction; Raven Rock Severin Manor Faction; Vendil & Tilisu Shared Faction,"Yes, until a certain point of the quest Served Cold",Unaggressive,No Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Tilisu Severin: Dark Elf Bandit from Unknown. Skills: One-handed, Two-handed, Block, Light Armor"
https://en.uesp.net/wiki/Skyrim:Vendil_Severin,Vendil Severin,Dark Elf,Male,Dremora Class,414-799,50,146-286,"One-handed, Two-handed, Block, Heavy Armor",DLC2CrimeRavenRockFaction; Raven Rock Severin Manor Faction; Vendil & Tilisu Shared Faction,"Yes, until end of Served Cold",Unaggressive,No Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Vendil Severin: Dark Elf Dremora Class from Unknown. Skills: One-handed, Two-handed, Block, Heavy Armor"
https://en.uesp.net/wiki/Skyrim:Elder_Othreloth,Elder Othreloth,Dark Elf,Male,Conjurer,167,198,50,"Conjuration, Restoration, Destruction, Alteration, Sneak",DLC2CrimeRavenRockFaction; Raven Rock Temple Faction,No,Unaggressive,No Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Elder Othreloth: Dark Elf Conjurer from Unknown. Skills: Conjuration, Restoration, Destruction, Alteration, Sneak"
https://en.uesp.net/wiki/Skyrim:Galdrus_Hlervu,Galdrus Hlervu,Dark Elf,Male,Destruction Mage,125,160,50,"Destruction, Restoration, Sneak, Alteration",DLC2CrimeRavenRockFaction; Raven Rock Temple Faction,No,Unaggressive,No Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Galdrus Hlervu: Dark Elf Destruction Mage from Unknown. Skills: Destruction, Restoration, Sneak, Alteration"
https://en.uesp.net/wiki/Skyrim:Aerin,Aerin,Imperial,Male,Warrior,108,50,67,"Heavy Armor, One-handed",CrimeFactionRift; Riften Hosue of Mjoll the Lioness Faction; TownRiftenFaction,No,Unaggressive,Any Crime,,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20,"Aerin: Imperial Warrior from Unknown. Skills: Heavy Armor, One-handed"
https://en.uesp.net/wiki/Skyrim:Mjoll_the_Lioness,Mjoll the Lioness,Nord,Female,Warrior,125+(PC-0.8)×14.6,50,50+(PC-0.8)×4.2,"Heavy Armor, Two-handed, Archery, Block",CrimeFactionRift; PotentialFollowerFaction; PotentialMarriageFaction; Riften Hosue of Mjoll the Lioness Faction; RiftenMjollFaction; TownRiftenFaction,Yes,Unaggressive,Any Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Mjoll the Lioness: Nord Warrior from Unknown. Skills: Heavy Armor, Two-handed, Archery, Block"
https://en.uesp.net/wiki/Skyrim:Keerava,Keerava,Argonian,Female,Food Vendor,125,80,80,"Pickpocket, Speech, One-handed, Sneak",CrimeFactionRift; Riften Bee and Barb Faction; ServicesRiftenBeeandBarb; TownRiftenFaction,Yes,Unaggressive,Any Crime,,15,15,15,15,15,15,20,20,25,20,15,15,15,15,15,20,20,15,"Keerava: Argonian Food Vendor from Unknown. Skills: Pickpocket, Speech, One-handed, Sneak"
https://en.uesp.net/wiki/Skyrim:Louis_Letrush,Louis Letrush,Breton,Male,Bard,50+(PC-1)×7.9,50+(PC-1)×4.3,50+(PC-1)×2.9,"Speech, Alteration, Illusion, Pickpocket",CrimeFactionRift; TownRiftenFaction,Yes,Aggressive,No Crime,The Bee and Barb,15,15,15,15,15,15,15,15,15,15,20,20,20,25,15,20,20,15,"Louis Letrush: Breton Bard from The Bee and Barb. Skills: Speech, Alteration, Illusion, Pickpocket"
https://en.uesp.net/wiki/Skyrim:Marcurio,Marcurio,Imperial,Male,Destruction Mage,100+(PC-1)×8.3,150+(PC-1)×6.7,50,"Destruction, Restoration, Alteration, Sneak",CurrentHireling; HirelingMarcurioCrimeFaction; Hireling; PotentialFollowerFaction; PotentialMarriageFaction; TownRiftenFaction,No,Aggressive,Any Crime,The Bee and Barb,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20,"Marcurio: Imperial Destruction Mage from The Bee and Barb. Skills: Destruction, Restoration, Alteration, Sneak"
https://en.uesp.net/wiki/Skyrim:Talen-Jei,Talen-Jei,Argonian,Male,Food Vendor,108,73,74,"Pickpocket, Speech, Lockpicking, One-handed, Sneak",CrimeFactionRift; JobMerchantFaction; Prevents filling aliases in WITavern; Riften Bee and Barb Faction; Server; ServicesRiftenBeeandBarbTalenJeiExtra; TownRiftenFaction,Yes (with patch 1.1+),Unaggressive,Any Crime,,15,15,15,15,15,15,20,20,25,20,15,15,15,15,15,20,20,15,"Talen-Jei: Argonian Food Vendor from Unknown. Skills: Pickpocket, Speech, Lockpicking, One-handed, Sneak"
https://en.uesp.net/wiki/Skyrim:Edda,Edda,Imperial,Female,Beggar,75,60,60,Restoration,CrimeFactionRift; FavorJobsBeggarsFaction; TownRiftenFaction,No,Unaggressive,Any Crime,Beggar's Row,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20,Edda: Imperial Beggar from Beggar's Row. Skills: Restoration
https://en.uesp.net/wiki/Skyrim:Madesi,Madesi,Argonian,Male,Pawnbroker,108,73,74,"Sneak, Speech, Lockpicking, Pickpocket",CrimeFactionRift; JobMerchantFaction; ServicesRiftenPlazaMadesi; Street Vendor; TownRiftenFaction,No,Unaggressive,Any Crime,,15,15,15,15,15,15,20,20,25,20,15,15,15,15,15,20,20,15,"Madesi: Argonian Pawnbroker from Unknown. Skills: Sneak, Speech, Lockpicking, Pickpocket"
https://en.uesp.net/wiki/Skyrim:Snilf,Snilf,Nord,Male,Beggar,75,60,60,"Speech, Two-handed",CrimeFactionRift; FavorJobsBeggarsFaction; TownRiftenFaction,No,Unaggressive,No Crime,Beggar's Row,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Snilf: Nord Beggar from Beggar's Row. Skills: Speech, Two-handed"
https://en.uesp.net/wiki/Skyrim:Hemming_Black-Briar,Hemming Black-Briar,Nord,Male,Warrior,155,50,80,"Heavy Armor, One-handed, Archery, Block, Two-handed",Black Briar Meadery Faction; CrimeFactionRift; Imperial Government; Riften Black Briar House Faction; Thieves Guild No Pickpocketing Faction; TownRiftenFaction,Yes,Unaggressive,Any Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Hemming Black-Briar: Nord Warrior from Unknown. Skills: Heavy Armor, One-handed, Archery, Block, Two-handed"
https://en.uesp.net/wiki/Skyrim:Ingun_Black-Briar,Ingun Black-Briar,Nord,Female,Assassin,142,68,105,"One-handed, Sneak, Archery, Light Armor",CrimeFactionRift; Riften Black Briar House Faction; Riften Elgrim's Elixirs Faction; RiftenIngunFaction; Thieves Guild No Pickpocketing Faction; TownRiftenFaction,No,Unaggressive,Any Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Ingun Black-Briar: Nord Assassin from Unknown. Skills: One-handed, Sneak, Archery, Light Armor"
https://en.uesp.net/wiki/Skyrim:Maul,Maul,Nord,Male,Thief,167,50,143,"Light Armor, Sneak, Archery, One-handed",CR04ExclusionFaction; CrimeFactionThievesGuild; Imperial Government; Riften Black Briar House Faction; Thieves Guild No Pickpocketing Faction; ThievesGuildFaction 0(Agent); TownRiftenFaction,Yes,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Maul: Nord Thief from Unknown. Skills: Light Armor, Sneak, Archery, One-handed"
https://en.uesp.net/wiki/Skyrim:Maven_Black-Briar,Maven Black-Briar,Nord,Female,Nightblade,50+(PC-1)×8.3,50+(PC-1)×3.3,50+(PC-1)×3.3,"Destruction, Sneak, Alteration, One-handed",CR04ExclusionFaction; CrimeFactionRift; FavorExcludedFaction; Imperial Government; MQ201PartyGuestHappy; NPCs the Player cannot marry; Riften Black Briar House Faction; Thieves Guild No Pickpocketing Faction; TownRiftenFaction; faction for party guests,Yes,Unaggressive,No Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Maven Black-Briar: Nord Nightblade from Unknown. Skills: Destruction, Sneak, Alteration, One-handed"
https://en.uesp.net/wiki/Skyrim:Indaryn,Indaryn,Dark Elf,Male,Warrior,131,50,74,"Heavy Armor, One-handed, Archery, Block, Destruction",Black Briar Meadery Faction; CrimeFactionRift; ServicesRiftenBlackBriarMeadery; TownRiftenFaction,No,Unaggressive,Any Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Indaryn: Dark Elf Warrior from Unknown. Skills: Heavy Armor, One-handed, Archery, Block, Destruction"
https://en.uesp.net/wiki/Skyrim:Bolli,Bolli,Nord,Male,Citizen,108,73,74,"Light Armor, One-handed, Smithing, Speech, Two-handed",CrimeFactionRift; Riften Bolli House Faction; Riften Fishery Faction; TownRiftenFaction,No,Unaggressive,Any Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Bolli: Nord Citizen from Unknown. Skills: Light Armor, One-handed, Smithing, Speech, Two-handed"
https://en.uesp.net/wiki/Skyrim:Nivenor,Nivenor,Wood Elf,Female,Citizen,100,70,70,"Archery, Alchemy, Light Armor, Sneak",CrimeFactionRift; Riften Bolli House Faction; Riften Fishery Faction; TownRiftenFaction,No,Unaggressive,No Crime,,28,25,30,25,37,34,36,38,40,42,43,45,47,49,50,52,54,56,"Nivenor: Wood Elf Citizen from Unknown. Skills: Archery, Alchemy, Light Armor, Sneak"
https://en.uesp.net/wiki/Skyrim:Elgrim,Elgrim,Elder,Male,Apothecary,125,80,80,"Alchemy, Speech, Pickpocket, Sneak",CrimeFactionRift; JobApothecaryFaction; JobMerchantFaction; Riften Elgrim's Elixirs Faction; ServicesRiftenElgrimsElixirs; TownRiftenFaction,No,Unaggressive,No Crime,,20,19,21,19,24,17,16,16,14,15,16,16,13,14,17,15,16,16,"Elgrim: Elder Apothecary from Unknown. Skills: Alchemy, Speech, Pickpocket, Sneak"
https://en.uesp.net/wiki/Skyrim:Hafjorg,Hafjorg,Elder,Female,Apothecary,91,67,67,"Alchemy, Speech",CrimeFactionRift; JobApothecaryFaction; JobMerchantFaction; Riften Elgrim's Elixirs Faction; ServicesRiftenElgrimsElixirs; TownRiftenFaction,No,Unaggressive,Any Crime,,20,19,21,19,24,17,16,16,14,15,16,16,13,14,17,15,16,16,"Hafjorg: Elder Apothecary from Unknown. Skills: Alchemy, Speech"
https://en.uesp.net/wiki/Skyrim:Brand-Shei,Brand-Shei,Dark Elf,Male,Pawnbroker,108,73,74,"Sneak, Speech, Destruction, Lockpicking, Pickpocket",CrimeFactionRift; JobMerchantFaction; Riften Haelga's Bunkhouse Faction; ServicesRiftenPlazaBrandish; Street Vendor; TownRiftenFaction,No,Unaggressive,Any Crime,,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Brand-Shei: Dark Elf Pawnbroker from Unknown. Skills: Sneak, Speech, Destruction, Lockpicking, Pickpocket"
https://en.uesp.net/wiki/Skyrim:From-Deepest-Fathoms,From-Deepest-Fathoms,Argonian,Female,Citizen,50+(PC-1)×8.3,50+(PC-1)×3.3,50+(PC-1)×3.3,"Alchemy, Enchanting, Smithing, Archery, Light Armor, One-handed, Sneak, Speech",CrimeFactionRift; Dwarven Automaton Faction (ghostly form only); MS04FDFFaction; Riften Haelga's Bunkhouse Faction; TownRiftenFaction,No,Unaggressive,No Crime,"Haelga's Bunkhouse, outside of Riften Fishery",15,15,15,15,15,15,20,20,25,20,15,15,15,15,15,20,20,15,"From-Deepest-Fathoms: Argonian Citizen from Haelga's Bunkhouse, outside of Riften Fishery. Skills: Alchemy, Enchanting, Smithing, Archery, Light Armor, One-handed, Sneak, Speech"
https://en.uesp.net/wiki/Skyrim:Grelka,Grelka,Nord,Female,Blacksmith,131,86,68,"Light Armor, Smithing, Speech",CrimeFactionRift; JobMerchantFaction; Light Armor Trainer; PotentialMarriageFaction; Riften Haelga's Bunkhouse Faction; ServicesRiftenPlazaGrelka; Skill Trainer; Street Vendor; TownRiftenFaction,No,Unaggressive,No Crime,Haelga's Bunkhouse,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Grelka: Nord Blacksmith from Haelga's Bunkhouse. Skills: Light Armor, Smithing, Speech"
https://en.uesp.net/wiki/Skyrim:Haelga,Haelga,Nord,Female,Citizen,108,73,74,"Light Armor, One-handed, Smithing, Speech, Two-handed",CrimeFactionRift; Riften Haelga's Bunkhouse Faction; RiftenBunkhouseMarkerRestrictFaction; TownRiftenFaction,"Yes, until stage 20 of Taking Care of Business",Unaggressive,Any Crime,Haelga's Bunkhouse,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Haelga: Nord Citizen from Haelga's Bunkhouse. Skills: Light Armor, One-handed, Smithing, Speech, Two-handed"
https://en.uesp.net/wiki/Skyrim:Niluva_Hlaalu,Niluva Hlaalu,Dark Elf,Female,Citizen,91,67,67,"Alchemy, Destruction",Black Briar Meadery Faction; CrimeFactionRift; Riften Haelga's Bunkhouse Faction; TownRiftenFaction,No,Unaggressive,No Crime,Haelga's Bunkhouse,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Niluva Hlaalu: Dark Elf Citizen from Haelga's Bunkhouse. Skills: Alchemy, Destruction"
https://en.uesp.net/wiki/Skyrim:Svana_Far-Shield,Svana Far-Shield,Nord,Female,Food Vendor,91,67,67,"Speech, One-handed, Pickpocket, Two-handed",CrimeFactionRift; Riften Haelga's Bunkhouse Faction; RiftenBunkhouseMarkerRestrictFaction; TownRiftenFaction,No,Unaggressive,Any Crime,Haelga's Bunkhouse,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Svana Far-Shield: Nord Food Vendor from Haelga's Bunkhouse. Skills: Speech, One-handed, Pickpocket, Two-handed"
https://en.uesp.net/wiki/Skyrim:Tythis_Ulen,Tythis Ulen,Dark Elf,Male,Citizen,91,67,67,"Alchemy, Destruction",CrimeFactionRift; Riften Fishery Faction; Riften Haelga's Bunkhouse Faction; TownRiftenFaction,No,Unaggressive,No Crime,Haelga's Bunkhouse,26,24,28,24,34,32,33,35,36,38,40,41,43,44,46,47,49,50,"Tythis Ulen: Dark Elf Citizen from Haelga's Bunkhouse. Skills: Alchemy, Destruction"
https://en.uesp.net/wiki/Skyrim:Ungrien,Ungrien,Wood Elf,Male,Food Vendor,108,73,74,"Pickpocket, Speech, Archery, One-handed, Sneak",Black Briar Meadery Faction; CrimeFactionRift; JobMerchantFaction; Riften Haelga's Bunkhouse Faction; ServicesRiftenBlackBriarMeadery; TownRiftenFaction,No,Unaggressive,Any Crime,,28,25,30,25,37,34,36,38,40,42,43,45,47,49,50,52,54,56,"Ungrien: Wood Elf Food Vendor from Unknown. Skills: Pickpocket, Speech, Archery, One-handed, Sneak"
https://en.uesp.net/wiki/Skyrim:Wujeeta,Wujeeta,Argonian,Female,Citizen,91,67,67,Lockpicking,CrimeFactionRift; Riften Fishery Faction; Riften Haelga's Bunkhouse Faction; TownRiftenFaction,No,Unaggressive,Any Crime,Haelga's Bunkhouse,15,15,15,15,15,15,20,20,25,20,15,15,15,15,15,20,20,15,Wujeeta: Argonian Citizen from Haelga's Bunkhouse. Skills: Lockpicking
https://en.uesp.net/wiki/Skyrim:Alessandra,Alessandra,Imperial,Female,Priest,125,50,110,"Restoration, Speech, Alchemy, Conjuration, Enchanting, Smithing",CrimeFactionRift; TownRiftenFaction,No,Unaggressive,Any Crime,Hall of the Dead,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20,"Alessandra: Imperial Priest from Hall of the Dead. Skills: Restoration, Speech, Alchemy, Conjuration, Enchanting, Smithing"
https://en.uesp.net/wiki/Skyrim:Iona,Iona,Nord,Female,Warrior,100+(PC-1)×11.7,50,50+(PC-1)×3.3,"Heavy Armor, One-handed, Archery, Block",HousecarlRiftenCrimeFaction; PlayerFaction; PlayerHousecarlFaction; PotentialFollowerFaction; PotentialMarriageFaction; TownRiftenFaction,No,Aggressive,Any Crime,,20,15,20,25,20,15,20,15,15,15,20,15,15,15,15,15,15,15,"Iona: Nord Warrior from Unknown. Skills: Heavy Armor, One-handed, Archery, Block"
https://en.uesp.net/wiki/Skyrim:Constance_Michel,Constance Michel,Imperial,Female,Citizen,30,60,60,Restoration,CrimeFactionRift; Riften Honorhall Orphanage Faction; TownRiftenFaction,No,Unaggressive,No Crime,Honorhall Orphanage,15,20,20,15,20,15,15,15,15,15,15,15,15,15,20,25,15,20,Constance Michel: Imperial Citizen from Honorhall Orphanage. Skills: Restoration
